macAddress,timeEslapsed,RSSI, ratioRSSI, calculatedDistance, mydistance, realDistance
D9:C0:35:1C:55:5A,44908,-79,1.025974026,0.82,2.9,3
D9:C0:35:1C:55:5A,46198,-76,0.987012987,0.82,2.84,3
D9:C0:35:1C:55:5A,47276,-77,1,0.83,2.88,3
D9:C0:35:1C:55:5A,48417,-75,0.974025974,0.8,2.73,3
D9:C0:35:1C:55:5A,49547,-77,1,0.83,2.84,3
D9:C0:35:1C:55:5A,50664,-76,0.987012987,0.86,2.79,3
D9:C0:35:1C:55:5A,51796,-76,0.987012987,0.87,2.84,3
D9:C0:35:1C:55:5A,52974,-75,0.974025974,0.89,2.92,3
D9:C0:35:1C:55:5A,54124,-75,0.974025974,0.89,3,3
D9:C0:35:1C:55:5A,55272,-74,0.961038961,0.88,3.02,3
D9:C0:35:1C:55:5A,56411,-74,0.961038961,0.88,3.04,3
D9:C0:35:1C:55:5A,57528,-72,0.935064935,0.86,2.94,3
D9:C0:35:1C:55:5A,58667,-75,0.974025974,0.86,2.96,3
D9:C0:35:1C:55:5A,59825,-78,1.012987013,0.88,3,3
D9:C0:35:1C:55:5A,41,-87,1.12987013,1.12,7.31,4
D9:C0:35:1C:55:5A,1175,-77,1,1.12,6.2,4
D9:C0:35:1C:55:5A,2357,-77,1,1.11,5.58,4
D9:C0:35:1C:55:5A,3475,-80,1.038961039,1.11,5.44,4
D9:C0:35:1C:55:5A,4625,-78,1.012987013,1.1,5.2,4
D9:C0:35:1C:55:5A,5765,-76,0.987012987,1.1,4.91,4
D9:C0:35:1C:55:5A,6925,-76,0.987012987,1.08,4.68,4
D9:C0:35:1C:55:5A,8099,-76,0.987012987,1.06,4.51,4
D9:C0:35:1C:55:5A,9243,-77,1,1.04,4.41,4
D9:C0:35:1C:55:5A,10412,-76,0.987012987,1.04,4.29,4
D9:C0:35:1C:55:5A,11549,-79,1.025974026,1.03,4.3,4
D9:C0:35:1C:55:5A,12649,-77,1,1.02,4.23,4
D9:C0:35:1C:55:5A,13803,-77,1,1.01,4.18,4
D9:C0:35:1C:55:5A,14956,-79,1.025974026,1.01,4.19,4
D9:C0:35:1C:55:5A,16214,-78,1.012987013,1.01,4.17,4
D9:C0:35:1C:55:5A,17329,-74,0.961038961,1,4.06,4
D9:C0:35:1C:55:5A,18451,-79,1.025974026,0.99,4.08,4
D9:C0:35:1C:55:5A,19610,-78,1.012987013,0.99,3.92,4
D9:C0:35:1C:55:5A,20752,-88,1.142857143,1,3.92,4
D9:C0:35:1C:55:5A,21876,-91,1.181818182,1.01,4.16,4
D9:C0:35:1C:55:5A,23082,-75,0.974025974,1,3.88,4
D9:C0:35:1C:55:5A,24186,-74,0.961038961,0.99,3.81,4
D9:C0:35:1C:55:5A,25315,-95,1.233766234,1.01,4.13,4
D9:C0:35:1C:55:5A,26465,-75,0.974025974,1.01,4.02,4
D9:C0:35:1C:55:5A,27629,-80,1.038961039,1.02,4.06,4
D9:C0:35:1C:55:5A,28736,-81,1.051948052,1.02,4.18,4
D9:C0:35:1C:55:5A,29884,-76,0.987012987,1.02,4.18,4
D9:C0:35:1C:55:5A,31064,-81,1.051948052,1.03,4.3,4
D9:C0:35:1C:55:5A,32178,-76,0.987012987,1.03,4.28,4
D9:C0:35:1C:55:5A,33295,-80,1.038961039,1.04,4.38,4
D9:C0:35:1C:55:5A,34411,-76,0.987012987,1.04,4.3,4
D9:C0:35:1C:55:5A,35529,-89,1.155844156,1.05,4.61,4
D9:C0:35:1C:55:5A,36668,-77,1,1.07,4.61,4
D9:C0:35:1C:55:5A,37773,-80,1.038961039,1.09,4.63,4
D9:C0:35:1C:55:5A,38888,-83,1.077922078,1.12,4.76,4
D9:C0:35:1C:55:5A,40007,-77,1,1.12,4.84,4
D9:C0:35:1C:55:5A,41129,-77,1,1.11,4.79,4
D9:C0:35:1C:55:5A,42245,-81,1.051948052,1.11,4.87,4
D9:C0:35:1C:55:5A,43465,-86,1.116883117,1.13,4.81,4
D9:C0:35:1C:55:5A,44584,-87,1.12987013,1.14,4.71,4
D9:C0:35:1C:55:5A,45713,-88,1.142857143,1.15,5.05,4
D9:C0:35:1C:55:5A,46820,-80,1.038961039,1.15,5.19,4
D9:C0:35:1C:55:5A,47940,-78,1.012987013,1.15,4.89,4
D9:C0:35:1C:55:5A,49095,-79,1.025974026,1.15,4.97,4
D9:C0:35:1C:55:5A,50218,-94,1.220779221,1.17,5.22,4
D9:C0:35:1C:55:5A,51329,-80,1.038961039,1.17,5.19,4
D9:C0:35:1C:55:5A,52448,-79,1.025974026,1.17,5.27,4
D9:C0:35:1C:55:5A,53567,-86,1.116883117,1.19,5.42,4
D9:C0:35:1C:55:5A,54694,-93,1.207792208,1.21,5.91,4
D9:C0:35:1C:55:5A,55814,-83,1.077922078,1.23,6,4
D9:C0:35:1C:55:5A,56934,-75,0.974025974,1.22,6,4
D9:C0:35:1C:55:5A,58054,-78,1.012987013,1.21,5.67,4
D9:C0:35:1C:55:5A,59176,-81,1.051948052,1.2,5.79,4
D9:C0:35:1C:55:5A,118,-92,1.194805195,1.29,10.71,5
D9:C0:35:1C:55:5A,1279,-84,1.090909091,1.33,9.67,5
D9:C0:35:1C:55:5A,2397,-82,1.064935065,1.34,8.81,5
D9:C0:35:1C:55:5A,3537,-91,1.181818182,1.36,9.26,5
D9:C0:35:1C:55:5A,4692,-82,1.064935065,1.32,8.71,5
D9:C0:35:1C:55:5A,5810,-92,1.194805195,1.34,9.15,5
D9:C0:35:1C:55:5A,6953,-99,1.285714286,1.36,10.05,5
D9:C0:35:1C:55:5A,8066,-86,1.116883117,1.4,9.85,5
D9:C0:35:1C:55:5A,9337,-86,1.116883117,1.39,9.69,5
D9:C0:35:1C:55:5A,10448,-85,1.103896104,1.37,9.5,5
D9:C0:35:1C:55:5A,11597,-88,1.142857143,1.38,9.5,5
D9:C0:35:1C:55:5A,12806,-86,1.116883117,1.43,9.4,5
D9:C0:35:1C:55:5A,13935,-91,1.181818182,1.46,9.54,5
D9:C0:35:1C:55:5A,15127,-83,1.077922078,1.48,9.32,5
D9:C0:35:1C:55:5A,16237,-95,1.233766234,1.54,9.62,5
D9:C0:35:1C:55:5A,17487,-79,1.025974026,1.54,9.26,5
D9:C0:35:1C:55:5A,18624,-79,1.025974026,1.51,8.95,5
D9:C0:35:1C:55:5A,19787,-78,1.012987013,1.49,8.51,5
D9:C0:35:1C:55:5A,20924,-83,1.077922078,1.42,8.4,5
D9:C0:35:1C:55:5A,22064,-78,1.012987013,1.42,7.93,5
D9:C0:35:1C:55:5A,23179,-78,1.012987013,1.38,7.44,5
D9:C0:35:1C:55:5A,24313,-83,1.077922078,1.37,7.41,5
D9:C0:35:1C:55:5A,25467,-83,1.077922078,1.35,7.44,5
D9:C0:35:1C:55:5A,26575,-83,1.077922078,1.3,7.17,5
D9:C0:35:1C:55:5A,27764,-83,1.077922078,1.26,7.21,5
D9:C0:35:1C:55:5A,28872,-84,1.090909091,1.25,6.94,5
D9:C0:35:1C:55:5A,30033,-80,1.038961039,1.23,6.46,5
D9:C0:35:1C:55:5A,31203,-80,1.038961039,1.22,6.27,5
D9:C0:35:1C:55:5A,32366,-79,1.025974026,1.18,6.06,5
D9:C0:35:1C:55:5A,33532,-88,1.142857143,1.19,6.15,5
D9:C0:35:1C:55:5A,34665,-86,1.116883117,1.18,6.09,5
D9:C0:35:1C:55:5A,35812,-89,1.155844156,1.19,6.18,5
D9:C0:35:1C:55:5A,36944,-90,1.168831169,1.19,6.15,5
D9:C0:35:1C:55:5A,38074,-91,1.181818182,1.21,6.4,5
D9:C0:35:1C:55:5A,39230,-83,1.077922078,1.23,6.15,5
D9:C0:35:1C:55:5A,40363,-89,1.155844156,1.25,6.46,5
D9:C0:35:1C:55:5A,41516,-89,1.155844156,1.28,6.78,5
D9:C0:35:1C:55:5A,42647,-83,1.077922078,1.3,6.94,5
D9:C0:35:1C:55:5A,43768,-81,1.051948052,1.31,6.88,5
D9:C0:35:1C:55:5A,44920,-85,1.103896104,1.33,7.11,5
D9:C0:35:1C:55:5A,46057,-81,1.051948052,1.33,7.17,5
D9:C0:35:1C:55:5A,47253,-93,1.207792208,1.36,7.44,5
D9:C0:35:1C:55:5A,48412,-77,1,1.35,7.31,5
D9:C0:35:1C:55:5A,49547,-86,1.116883117,1.37,7.41,5
D9:C0:35:1C:55:5A,50709,-82,1.064935065,1.39,7.38,5
D9:C0:35:1C:55:5A,51862,-82,1.064935065,1.38,7.31,5
D9:C0:35:1C:55:5A,53047,-83,1.077922078,1.38,7.41,5
D9:C0:35:1C:55:5A,54162,-81,1.051948052,1.34,7.44,5
D9:C0:35:1C:55:5A,55407,-83,1.077922078,1.32,7.58,5
D9:C0:35:1C:55:5A,56594,-84,1.090909091,1.3,7.44,5
D9:C0:35:1C:55:5A,57694,-77,1,1.28,7.14,5
D9:C0:35:1C:55:5A,58811,-82,1.064935065,1.25,6.91,5
D9:C0:35:1C:55:5A,703,-82,1.064935065,1.17,5.79,6
D9:C0:35:1C:55:5A,1857,-86,1.116883117,1.16,6.22,6
D9:C0:35:1C:55:5A,3041,-81,1.051948052,1.18,6.06,6
D9:C0:35:1C:55:5A,4130,-85,1.103896104,1.19,6.26,6
D9:C0:35:1C:55:5A,5294,-84,1.090909091,1.2,6.34,6
D9:C0:35:1C:55:5A,6407,-85,1.103896104,1.22,6.46,6
D9:C0:35:1C:55:5A,7538,-80,1.038961039,1.21,6.28,6
D9:C0:35:1C:55:5A,8735,-85,1.103896104,1.22,6.39,6
D9:C0:35:1C:55:5A,9843,-84,1.090909091,1.24,6.43,6
D9:C0:35:1C:55:5A,10991,-82,1.064935065,1.24,6.38,6
D9:C0:35:1C:55:5A,12120,-85,1.103896104,1.24,6.46,6
D9:C0:35:1C:55:5A,13291,-88,1.142857143,1.26,6.64,6
D9:C0:35:1C:55:5A,14395,-84,1.090909091,1.28,6.65,6
D9:C0:35:1C:55:5A,15543,-82,1.064935065,1.29,6.6,6
D9:C0:35:1C:55:5A,16698,-89,1.155844156,1.3,6.78,6
D9:C0:35:1C:55:5A,17872,-84,1.090909091,1.31,6.79,6
D9:C0:35:1C:55:5A,19018,-82,1.064935065,1.3,6.81,6
D9:C0:35:1C:55:5A,20161,-88,1.142857143,1.3,7.07,6
D9:C0:35:1C:55:5A,21316,-90,1.168831169,1.33,7.11,6
D9:C0:35:1C:55:5A,22486,-84,1.090909091,1.33,7.17,6
D9:C0:35:1C:55:5A,23588,-90,1.168831169,1.33,7.44,6
D9:C0:35:1C:55:5A,24803,-98,1.272727273,1.35,7.58,6
D9:C0:35:1C:55:5A,25971,-81,1.051948052,1.36,7.58,6
D9:C0:35:1C:55:5A,27105,-82,1.064935065,1.36,7.48,6
D9:C0:35:1C:55:5A,28196,-82,1.064935065,1.38,7.41,6
D9:C0:35:1C:55:5A,29366,-84,1.090909091,1.37,7.38,6
D9:C0:35:1C:55:5A,30476,-80,1.038961039,1.38,7.38,6
D9:C0:35:1C:55:5A,31748,-83,1.077922078,1.38,7.31,6
D9:C0:35:1C:55:5A,32884,-86,1.116883117,1.38,7.38,6
D9:C0:35:1C:55:5A,34016,-89,1.155844156,1.38,7.62,6
D9:C0:35:1C:55:5A,35135,-84,1.090909091,1.38,7.58,6
D9:C0:35:1C:55:5A,36322,-82,1.064935065,1.4,7.38,6
D9:C0:35:1C:55:5A,37463,-92,1.194805195,1.41,7.65,6
D9:C0:35:1C:55:5A,38604,-83,1.077922078,1.42,7.68,6
D9:C0:35:1C:55:5A,39746,-84,1.090909091,1.43,7.51,6
D9:C0:35:1C:55:5A,40873,-83,1.077922078,1.42,7.48,6
D9:C0:35:1C:55:5A,41998,-82,1.064935065,1.38,7.48,6
D9:C0:35:1C:55:5A,43167,-86,1.116883117,1.38,7.41,6
D9:C0:35:1C:55:5A,44290,-81,1.051948052,1.35,7.11,6
D9:C0:35:1C:55:5A,45412,-89,1.155844156,1.34,7.27,6
D9:C0:35:1C:55:5A,46590,-93,1.207792208,1.36,7.38,6
D9:C0:35:1C:55:5A,47728,-84,1.090909091,1.35,7.07,6
D9:C0:35:1C:55:5A,48889,-80,1.038961039,1.34,7.04,6
D9:C0:35:1C:55:5A,50017,-89,1.155844156,1.35,7.27,6
D9:C0:35:1C:55:5A,51161,-85,1.103896104,1.36,7.38,6
D9:C0:35:1C:55:5A,52296,-81,1.051948052,1.34,7.27,6
D9:C0:35:1C:55:5A,53444,-89,1.155844156,1.34,7.58,6
D9:C0:35:1C:55:5A,54578,-90,1.168831169,1.35,7.82,6
D9:C0:35:1C:55:5A,55700,-90,1.168831169,1.38,7.97,6
D9:C0:35:1C:55:5A,56858,-87,1.12987013,1.38,7.89,6
D9:C0:35:1C:55:5A,57971,-90,1.168831169,1.39,8.11,6
D9:C0:35:1C:55:5A,59147,-90,1.168831169,1.42,8.4,6
D9:C0:35:1C:55:5A,548,-83,1.077922078,1.46,7.36,7
D9:C0:35:1C:55:5A,1708,-93,1.207792208,1.45,8.41,7
D9:C0:35:1C:55:5A,2866,-92,1.194805195,1.45,9.03,7
D9:C0:35:1C:55:5A,3987,-82,1.064935065,1.44,8.52,7
D9:C0:35:1C:55:5A,5086,-95,1.233766234,1.46,9.23,7
D9:C0:35:1C:55:5A,6247,-80,1.038961039,1.46,8.66,7
D9:C0:35:1C:55:5A,7371,-92,1.194805195,1.51,9.01,7
D9:C0:35:1C:55:5A,8533,-95,1.233766234,1.5,9.5,7
D9:C0:35:1C:55:5A,9656,-77,1,1.49,8.86,7
D9:C0:35:1C:55:5A,10780,-77,1,1.51,8.34,7
D9:C0:35:1C:55:5A,11937,-91,1.181818182,1.52,8.57,7
D9:C0:35:1C:55:5A,13085,-80,1.038961039,1.47,8.27,7
D9:C0:35:1C:55:5A,14193,-75,0.974025974,1.47,7.82,7
D9:C0:35:1C:55:5A,15307,-92,1.194805195,1.45,8.07,7
D9:C0:35:1C:55:5A,16470,-80,1.038961039,1.43,7.86,7
D9:C0:35:1C:55:5A,17616,-79,1.025974026,1.38,7.64,7
D9:C0:35:1C:55:5A,18766,-89,1.155844156,1.38,7.79,7
D9:C0:35:1C:55:5A,19966,-80,1.038961039,1.33,7.62,7
D9:C0:35:1C:55:5A,21114,-82,1.064935065,1.34,7.68,7
D9:C0:35:1C:55:5A,22332,-85,1.103896104,1.29,7.48,7
D9:C0:35:1C:55:5A,23464,-92,1.194805195,1.29,7.79,7
D9:C0:35:1C:55:5A,24633,-88,1.142857143,1.3,7.62,7
D9:C0:35:1C:55:5A,25816,-89,1.155844156,1.28,7.51,7
D9:C0:35:1C:55:5A,27014,-78,1.012987013,1.27,7.38,7
D9:C0:35:1C:55:5A,28141,-79,1.025974026,1.27,6.84,7
D9:C0:35:1C:55:5A,29291,-82,1.064935065,1.27,6.91,7
D9:C0:35:1C:55:5A,30439,-78,1.012987013,1.25,6.46,7
D9:C0:35:1C:55:5A,31615,-92,1.194805195,1.27,6.46,7
D9:C0:35:1C:55:5A,32732,-80,1.038961039,1.27,6.55,7
D9:C0:35:1C:55:5A,33913,-89,1.155844156,1.28,6.94,7
D9:C0:35:1C:55:5A,35061,-86,1.116883117,1.32,6.78,7
D9:C0:35:1C:55:5A,36206,-96,1.246753247,1.32,7.17,7
D9:C0:35:1C:55:5A,37328,-95,1.233766234,1.38,7.75,7
D9:C0:35:1C:55:5A,38488,-90,1.168831169,1.43,7.68,7
D9:C0:35:1C:55:5A,39644,-91,1.181818182,1.45,8.07,7
D9:C0:35:1C:55:5A,40789,-92,1.194805195,1.49,8.55,7
D9:C0:35:1C:55:5A,41997,-91,1.181818182,1.51,8.62,7
D9:C0:35:1C:55:5A,43106,-90,1.168831169,1.54,8.99,7
D9:C0:35:1C:55:5A,44260,-84,1.090909091,1.52,9.07,7
D9:C0:35:1C:55:5A,45413,-79,1.025974026,1.53,8.84,7
D9:C0:35:1C:55:5A,46515,-81,1.051948052,1.52,8.43,7
D9:C0:35:1C:55:5A,47647,-81,1.051948052,1.52,8.18,7
D9:C0:35:1C:55:5A,48778,-77,1,1.5,7.79,7
D9:C0:35:1C:55:5A,49898,-79,1.025974026,1.52,7.82,7
D9:C0:35:1C:55:5A,51050,-80,1.038961039,1.54,7.86,7
D9:C0:35:1C:55:5A,52224,-83,1.077922078,1.54,7.89,7
D9:C0:35:1C:55:5A,53367,-80,1.038961039,1.55,7.97,7
D9:C0:35:1C:55:5A,54473,-89,1.155844156,1.54,7.86,7
D9:C0:35:1C:55:5A,55603,-98,1.272727273,1.56,8.43,7
D9:C0:35:1C:55:5A,56746,-78,1.012987013,1.47,8.04,7
D9:C0:35:1C:55:5A,57956,-79,1.025974026,1.4,7.79,7
D9:C0:35:1C:55:5A,59131,-84,1.090909091,1.39,7.38,7
D9:C0:35:1C:55:5A,981,-83,1.077922078,1.52,5.11,8
D9:C0:35:1C:55:5A,2125,-82,1.064935065,1.52,5.27,8
D9:C0:35:1C:55:5A,3269,-86,1.116883117,1.55,5.79,8
D9:C0:35:1C:55:5A,4420,-88,1.142857143,1.57,6.34,8
D9:C0:35:1C:55:5A,5561,-86,1.116883117,1.58,6.58,8
D9:C0:35:1C:55:5A,6710,-84,1.090909091,1.55,6.62,8
D9:C0:35:1C:55:5A,7863,-86,1.116883117,1.56,6.78,8
D9:C0:35:1C:55:5A,8974,-83,1.077922078,1.56,6.73,8
D9:C0:35:1C:55:5A,10149,-85,1.103896104,1.53,6.8,8
D9:C0:35:1C:55:5A,11350,-83,1.077922078,1.51,6.76,8
D9:C0:35:1C:55:5A,12519,-89,1.155844156,1.49,7,8
D9:C0:35:1C:55:5A,13623,-91,1.181818182,1.46,7.29,8
D9:C0:35:1C:55:5A,14836,-89,1.155844156,1.47,7.47,8
D9:C0:35:1C:55:5A,15998,-89,1.155844156,1.45,7.63,8
D9:C0:35:1C:55:5A,17166,-99,1.285714286,1.45,8.14,8
D9:C0:35:1C:55:5A,18288,-89,1.155844156,1.46,8.25,8
D9:C0:35:1C:55:5A,19421,-90,1.168831169,1.47,8.38,8
D9:C0:35:1C:55:5A,20587,-88,1.142857143,1.5,8.29,8
D9:C0:35:1C:55:5A,21691,-95,1.233766234,1.53,8.81,8
D9:C0:35:1C:55:5A,22839,-93,1.207792208,1.53,9.22,8
D9:C0:35:1C:55:5A,24000,-90,1.168831169,1.55,9.5,8
D9:C0:35:1C:55:5A,25176,-83,1.077922078,1.59,9.5,8
D9:C0:35:1C:55:5A,26343,-90,1.168831169,1.64,9.65,8
D9:C0:35:1C:55:5A,27444,-94,1.220779221,1.68,9.89,8
D9:C0:35:1C:55:5A,28708,-94,1.220779221,1.72,10.22,8
D9:C0:35:1C:55:5A,29828,-97,1.25974026,1.78,10.75,8
D9:C0:35:1C:55:5A,30974,-92,1.194805195,1.81,11.01,8
D9:C0:35:1C:55:5A,32141,-93,1.207792208,1.83,11.43,8
D9:C0:35:1C:55:5A,33378,-94,1.220779221,1.84,11.83,8
D9:C0:35:1C:55:5A,34534,-87,1.12987013,1.8,12,8
D9:C0:35:1C:55:5A,35773,-104,1.350649351,1.84,12.45,8
D9:C0:35:1C:55:5A,36897,-85,1.103896104,1.8,12.18,8
D9:C0:35:1C:55:5A,38042,-86,1.116883117,1.78,12.05,8
D9:C0:35:1C:55:5A,39179,-89,1.155844156,1.77,12.05,8
D9:C0:35:1C:55:5A,40374,-85,1.103896104,1.75,11.43,8
D9:C0:35:1C:55:5A,41526,-84,1.090909091,1.72,11.22,8
D9:C0:35:1C:55:5A,42646,-84,1.090909091,1.69,10.96,8
D9:C0:35:1C:55:5A,43811,-84,1.090909091,1.66,10.79,8
D9:C0:35:1C:55:5A,44964,-84,1.090909091,1.62,10.34,8
D9:C0:35:1C:55:5A,46081,-86,1.116883117,1.6,10.05,8
D9:C0:35:1C:55:5A,47213,-85,1.103896104,1.57,9.85,8
D9:C0:35:1C:55:5A,48348,-88,1.142857143,1.55,10.01,8
D9:C0:35:1C:55:5A,49482,-89,1.155844156,1.55,9.97,8
D9:C0:35:1C:55:5A,51781,-86,1.116883117,1.54,9.65,8
D9:C0:35:1C:55:5A,52925,-98,1.272727273,1.53,9.81,8
D9:C0:35:1C:55:5A,54046,-85,1.103896104,1.52,9.34,8
D9:C0:35:1C:55:5A,55168,-91,1.181818182,1.52,9.3,8
D9:C0:35:1C:55:5A,56325,-82,1.064935065,1.52,8.96,8
D9:C0:35:1C:55:5A,57439,-83,1.077922078,1.52,8.55,8
D9:C0:35:1C:55:5A,58598,-99,1.285714286,1.52,8.99,8
D9:C0:35:1C:55:5A,59731,-84,1.090909091,1.52,8.43,8
D9:C0:35:1C:55:5A,1067,-91,1.181818182,1.64,10.22,9
D9:C0:35:1C:55:5A,2194,-91,1.181818182,1.69,10.51,9
D9:C0:35:1C:55:5A,3379,-89,1.155844156,1.68,10.46,9
D9:C0:35:1C:55:5A,4487,-83,1.077922078,1.69,9.8,9
D9:C0:35:1C:55:5A,5664,-83,1.077922078,1.72,9.32,9
D9:C0:35:1C:55:5A,6793,-89,1.155844156,1.69,9.42,9
D9:C0:35:1C:55:5A,7944,-89,1.155844156,1.68,9.5,9
D9:C0:35:1C:55:5A,9079,-84,1.090909091,1.63,9.24,9
D9:C0:35:1C:55:5A,10240,-82,1.064935065,1.59,8.92,9
D9:C0:35:1C:55:5A,11406,-82,1.064935065,1.58,8.65,9
D9:C0:35:1C:55:5A,12548,-92,1.194805195,1.56,8.9,9
D9:C0:35:1C:55:5A,13696,-90,1.168831169,1.57,9.03,9
D9:C0:35:1C:55:5A,14817,-94,1.220779221,1.58,9.32,9
D9:C0:35:1C:55:5A,15996,-89,1.155844156,1.58,9.37,9
D9:C0:35:1C:55:5A,17147,-88,1.142857143,1.6,9.38,9
D9:C0:35:1C:55:5A,18245,-89,1.155844156,1.6,9.42,9
D9:C0:35:1C:55:5A,19408,-85,1.103896104,1.6,9.3,9
D9:C0:35:1C:55:5A,20516,-89,1.155844156,1.61,9.19,9
D9:C0:35:1C:55:5A,21698,-89,1.155844156,1.6,9.22,9
D9:C0:35:1C:55:5A,22855,-93,1.207792208,1.61,9.54,9
D9:C0:35:1C:55:5A,24029,-91,1.181818182,1.6,9.54,9
D9:C0:35:1C:55:5A,25141,-86,1.116883117,1.63,9.34,9
D9:C0:35:1C:55:5A,26255,-82,1.064935065,1.63,9.07,9
D9:C0:35:1C:55:5A,27531,-86,1.116883117,1.6,9.19,9
D9:C0:35:1C:55:5A,28720,-88,1.142857143,1.61,9.38,9
D9:C0:35:1C:55:5A,29874,-83,1.077922078,1.62,9.15,9
D9:C0:35:1C:55:5A,30999,-85,1.103896104,1.65,8.99,9
D9:C0:35:1C:55:5A,32178,-92,1.194805195,1.69,9.3,9
D9:C0:35:1C:55:5A,33309,-87,1.12987013,1.66,9.5,9
D9:C0:35:1C:55:5A,34422,-88,1.142857143,1.63,9.73,9
D9:C0:35:1C:55:5A,35614,-87,1.12987013,1.59,9.54,9
D9:C0:35:1C:55:5A,36807,-89,1.155844156,1.57,9.5,9
D9:C0:35:1C:55:5A,37957,-88,1.142857143,1.57,9.3,9
D9:C0:35:1C:55:5A,39065,-91,1.181818182,1.59,9.38,9
D9:C0:35:1C:55:5A,40204,-98,1.272727273,1.62,9.57,9
D9:C0:35:1C:55:5A,41325,-89,1.155844156,1.61,9.57,9
D9:C0:35:1C:55:5A,42444,-86,1.116883117,1.58,9.61,9
D9:C0:35:1C:55:5A,43565,-92,1.194805195,1.59,9.73,9
D9:C0:35:1C:55:5A,44685,-84,1.090909091,1.59,9.54,9
D9:C0:35:1C:55:5A,45810,-88,1.142857143,1.62,9.34,9
D9:C0:35:1C:55:5A,46991,-90,1.168831169,1.65,9.3,9
D9:C0:35:1C:55:5A,48116,-91,1.181818182,1.68,9.5,9
D9:C0:35:1C:55:5A,49260,-88,1.142857143,1.69,9.69,9
D9:C0:35:1C:55:5A,50377,-89,1.155844156,1.72,9.81,9
D9:C0:35:1C:55:5A,51498,-90,1.168831169,1.73,9.89,9
D9:C0:35:1C:55:5A,52620,-84,1.090909091,1.71,9.89,9
D9:C0:35:1C:55:5A,53741,-94,1.220779221,1.73,10.26,9
D9:C0:35:1C:55:5A,54897,-87,1.12987013,1.75,10.05,9
D9:C0:35:1C:55:5A,56049,-94,1.220779221,1.76,10.34,9
D9:C0:35:1C:55:5A,57292,-82,1.064935065,1.77,10.18,9
D9:C0:35:1C:55:5A,58435,-88,1.142857143,1.78,10.22,9
D9:C0:35:1C:55:5A,59568,-91,1.181818182,1.76,10.3,9
D9:C0:35:1C:55:5A,439,-95,1.233766234,1.65,11.22,10
D9:C0:35:1C:55:5A,1663,-93,1.207792208,1.67,11.74,10
D9:C0:35:1C:55:5A,2782,-98,1.272727273,1.66,12.87,10
D9:C0:35:1C:55:5A,3890,-94,1.220779221,1.68,13.09,10
D9:C0:35:1C:55:5A,5084,-96,1.246753247,1.7,13.49,10
D9:C0:35:1C:55:5A,6177,-87,1.12987013,1.71,12.85,10
D9:C0:35:1C:55:5A,7338,-94,1.220779221,1.73,13,10
D9:C0:35:1C:55:5A,8491,-87,1.12987013,1.72,12.54,10
D9:C0:35:1C:55:5A,9608,-89,1.155844156,1.7,12.32,10
D9:C0:35:1C:55:5A,10889,-97,1.25974026,1.73,12.68,10
D9:C0:35:1C:55:5A,11994,-97,1.25974026,1.82,12.99,10
D9:C0:35:1C:55:5A,13152,-102,1.324675325,1.83,13.55,10
D9:C0:35:1C:55:5A,14349,-86,1.116883117,1.87,13.15,10
D9:C0:35:1C:55:5A,15504,-92,1.194805195,1.93,13.11,10
D9:C0:35:1C:55:5A,16619,-84,1.090909091,1.92,12.69,10
D9:C0:35:1C:55:5A,17783,-91,1.181818182,1.93,12.63,10
D9:C0:35:1C:55:5A,18912,-93,1.207792208,1.99,12.67,10
D9:C0:35:1C:55:5A,20048,-90,1.168831169,2.04,12.5,10
D9:C0:35:1C:55:5A,21181,-100,1.298701299,2.07,13.14,10
D9:C0:35:1C:55:5A,22298,-97,1.25974026,2.1,13.47,10
D9:C0:35:1C:55:5A,23430,-90,1.168831169,2.08,13.23,10
D9:C0:35:1C:55:5A,24588,-90,1.168831169,2.05,13.09,10
D9:C0:35:1C:55:5A,25747,-91,1.181818182,2,12.77,10
D9:C0:35:1C:55:5A,26902,-92,1.194805195,2.01,12.68,10
D9:C0:35:1C:55:5A,28030,-90,1.168831169,2.01,12.41,10
D9:C0:35:1C:55:5A,29197,-81,1.051948052,2.02,12.27,10
D9:C0:35:1C:55:5A,30348,-97,1.25974026,2.02,12.41,10
D9:C0:35:1C:55:5A,31497,-87,1.12987013,1.96,12.41,10
D9:C0:35:1C:55:5A,32625,-92,1.194805195,1.94,12.54,10
D9:C0:35:1C:55:5A,33787,-89,1.155844156,1.89,12.18,10
D9:C0:35:1C:55:5A,35019,-93,1.207792208,1.9,12,10
D9:C0:35:1C:55:5A,36185,-97,1.25974026,1.91,11.87,10
D9:C0:35:1C:55:5A,37326,-99,1.285714286,1.96,12.45,10
D9:C0:35:1C:55:5A,38572,-96,1.246753247,1.98,12.63,10
D9:C0:35:1C:55:5A,39733,-97,1.25974026,1.99,13.23,10
D9:C0:35:1C:55:5A,40902,-93,1.207792208,2.02,13.33,10
D9:C0:35:1C:55:5A,42068,-100,1.298701299,2.01,13.65,10
D9:C0:35:1C:55:5A,43192,-94,1.220779221,2.04,13.84,10
D9:C0:35:1C:55:5A,44375,-93,1.207792208,2.08,13.51,10
D9:C0:35:1C:55:5A,45505,-91,1.181818182,2.08,13.23,10
D9:C0:35:1C:55:5A,46655,-89,1.155844156,2.11,13.19,10
D9:C0:35:1C:55:5A,47811,-98,1.272727273,2.15,13.56,10
D9:C0:35:1C:55:5A,48963,-86,1.116883117,2.2,13.33,10
